Company,Location,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus,id,Valid
ULA,USA,2013,18:28:00,Atlas V 401,MAVEN,Active,109,Success,3700,1
Northrop,USA,2013,01:15:00,Minotaur I,ORS-3,Active,40,Success,3701,1
Kosmotras,Russia,2013,07:10:00,Dnepr,DubaiSat 2 & Others,Retired,29,Success,3702,1
VKS RF,Russia,2013,12:02:00,Rokot/Briz KM,SWARM,Retired,41.8,Success,3703,1
SpaceX,USA,2013,22:41:00,Falcon 9 v1.1,SES-8,Retired,56.5,Success,3704,1
ULA,USA,2013,07:14:00,Atlas V 501,NROL-39,Retired,120,Success,3705,1
Arianespace,France,2013,09:12:00,Soyuz ST-B/Fregat-MT,Gaia,Active,30,Success,3706,1
VKS RF,Russia,2013,00:31:00,Rokot/Briz KM,Cosmos 2488 to 2491,Retired,41.8,Success,3707,1
VKS RF,Russia,2013,12:30:00,Soyuz 2.1v/Volga,Cosmos 2492 and 2493 & AIST-1 1,Active,,Success,3708,1
ISRO,India,2014,10:48:00,GSLV Mk II,GSAT-14,Active,47,Success,3709,1
SpaceX,USA,2014,22:06:00,Falcon 9 v1.1,Thaicom 6,Retired,56.5,Success,3710,1
Northrop,USA,2014,18:07:00,Antares 120,CRS Orb-1,Retired,80,Success,3711,1
ULA,USA,2014,02:33:00,Atlas V 401,TDRS-L,Active,109,Success,3712,1
Arianespace,France,2014,21:30:00,Ariane 5 ECA,"ABS-2, Athena-Fidus",Active,200,Success,3713,1
ULA,USA,2014,01:59:00,"Delta IV Medium+ (4,2)",GPS IIF-5,Retired,164,Success,3714,1
MHI,Japan,2014,18:37:00,H-IIA 202,GPM-Core & Others,Active,90,Success,3715,1
Arianespace,France,2014,22:04:00,Ariane 5 ECA,"Astra 5B, Amazonas 4A",Active,200,Success,3716,1
ULA,USA,2014,14:46:00,Atlas V 401,DMSP-5D3 F19,Active,109,Success,3717,1
Arianespace,France,2014,21:02:00,Soyuz ST-A/Fregat-M,Sentinel 1A,Active,30,Success,3718,1
ISRO,India,2014,11:44:00,PSLV-XL,IRNSS-1B,Active,31,Success,3719,1
IAI,Israel,2014,,Shavit-2,Ofek-10,Active,,Success,3720,1
ULA,USA,2014,17:45:00,Atlas V 541,NROL-67,Active,145,Success,3721,1
SpaceX,USA,2014,19:25:00,Falcon 9 v1.1,CRS-3,Retired,56.5,Success,3722,1
Arianespace,France,2014,01:35:00,Vega,KazEOSat-1,Active,37,Success,3723,1
ULA,USA,2014,00:03:00,"Delta IV Medium+ (4,2)",GPS IIF-6,Retired,164,Success,3724,1
ULA,USA,2014,13:09:00,Atlas V 401,NROL-33,Active,109,Success,3725,1
VKS RF,Russia,2014,05:27:00,Rokot/Briz KM,Cosmos 2496 to 2499,Retired,41.8,Success,3726,1
MHI,Japan,2014,03:05:00,H-IIA 202,"Daichi 2, SPROUT & Others",Active,90,Success,3727,1
Kosmotras,Russia,2014,19:11:00,Dnepr,Deimos 2,Retired,29,Success,3728,1
ISRO,India,2014,04:22:00,PSLV-CA,SPOT-7 & Rideshares,Active,21,Success,3729,1
ULA,USA,2014,09:56:00,Delta II 7320-10C,OCO-2,Retired,,Success,3730,1
VKS RF,Russia,2014,12:43:00,Rokot/Briz KM,Goniets-M 18 to 20,Retired,41.8,Success,3731,1
VKS RF,Russia,2014,12:00:00,Angara 1.2,Demo Flight,Active,,Success,3732,1
Arianespace,France,2014,18:55:00,Soyuz ST-B/Fregat-MT,O3b FM03/FM06-FM08,Active,30,Success,3733,1
Northrop,USA,2014,16:52:00,Antares 120,CRS Orb-2,Retired,80,Success,3734,1
SpaceX,USA,2014,15:15:00,Falcon 9 v1.1,OG2 Mission 1,Retired,56.5,Success,3735,1
ULA,USA,2014,23:28:00,"Delta IV Medium+ (4,2)",AFSPC-4,Retired,164,Success,3736,1
Arianespace,France,2014,23:47:00,Ariane 5 ES,Georges Lema??tre ATV,Retired,,Success,3737,1
ULA,USA,2014,03:23:00,Atlas V 401,GPS IIF-7,Active,109,Success,3738,1
SpaceX,USA,2014,08:00:00,Falcon 9 v1.1,AsiaSat 8,Retired,56.5,Success,3739,1
ULA,USA,2014,18:30:00,Atlas V 401,WorldView 3,Active,109,Success,3740,1
Arianespace,France,2014,12:27:00,Soyuz ST-B/Fregat-MT,Galileo FOC FM01-FM02,Active,30,Partial Failure,3741,1
SpaceX,USA,2014,05:00:00,Falcon 9 v1.1,AsiaSat 6,Retired,56.5,Success,3742,1
Arianespace,France,2014,22:05:00,Ariane 5 ECA,"MEASAT 3b, Optus 10",Active,200,Success,3743,1
ULA,USA,2014,00:10:00,Atlas V 401,CLIO,Active,109,Success,3744,1
SpaceX,USA,2014,05:52:00,Falcon 9 v1.1,CRS-4,Retired,56.5,Success,3745,1
MHI,Japan,2014,05:16:00,H-IIA 202,Himawari 8,Active,90,Success,3746,1
ISRO,India,2014,20:02:00,PSLV-XL,IRNSS-1C,Active,31,Success,3747,1
Arianespace,France,2014,21:43:00,Ariane 5 ECA,"Intelsat 30, ARSAT-1",Active,200,Success,3748,1
Northrop,USA,2014,22:22:00,Antares 130,CRS Orb-3,Retired,80,Failure,3749,1
ULA,USA,2014,17:21:00,Atlas V 401,GPS IIF-8,Active,109,Success,3750,1
Kosmotras,Russia,2014,07:35:00,Dnepr,Sasuke & Others,Retired,29,Success,3751,1
CASIC,China,2014,06:37:00,Kuaizhou 1,Kuaizhou 2,Retired,,Success,3752,1
MHI,Japan,2014,04:22:00,H-IIA 202,Hayabusa 2 & Others,Active,90,Success,3753,1
ULA,USA,2014,12:05:00,Delta IV Heavy,EFT-1,Active,350,Success,3754,1
Arianespace,France,2014,20:40:00,Ariane 5 ECA,"DirecTV-14, GSAT-16",Active,200,Success,3755,1
ULA,USA,2014,03:19:00,Atlas V 541,NROL-35,Active,145,Success,3756,1
ISRO,India,2014,04:00:00,GSLV Mk III,Demo Flight (CARE),Active,62,Success,3757,1
Arianespace,France,2014,18:37:00,Soyuz ST-B/Fregat-MT,O3b FM09-FM12,Active,30,Success,3758,1
VKS RF,Kazakhstan,2014,04:43:00,Strela,Kondor-E,Retired,,Success,3759,1
Khrunichev,Russia,2014,05:57:00,Angara A5/Briz-M,Demo Flight,Active,100,Success,3760,1
SpaceX,USA,2015,09:47:00,Falcon 9 v1.1,CRS-5,Retired,56.5,Success,3761,1
ULA,USA,2015,01:04:00,Atlas V 551,MUOS-3,Active,153,Success,3762,1
ULA,USA,2015,14:22:00,Delta II 7320-10C,SMAP / ELaNa X,Retired,,Success,3763,1
MHI,Japan,2015,01:21:00,H-IIA 202,IGS-Radar 5,Active,90,Success,3764,1
ISA,Iran,2015,,Safir-1B+,Fajr,Active,,Success,3765,1
Arianespace,France,2015,13:40:00,Vega,IXV,Active,37,Success,3766,1
SpaceX,USA,2015,23:03:00,Falcon 9 v1.1,DSCOVR,Retired,56.5,Success,3767,1
ISA,Iran,2015,,Safir-1B+,Unknown Payload,Active,,Failure,3768,1
SpaceX,USA,2015,03:50:00,Falcon 9 v1.1,ABS-3A & EUTELSAT 115 West B,Retired,56.5,Success,3769,1
ULA,USA,2015,02:44:00,Atlas V 421,MMS,Active,123,Success,3770,1
ULA,USA,2015,18:36:00,"Delta IV Medium+ (4,2)",GPS IIF-9,Retired,164,Success,3771,1
Kosmotras,Russia,2015,22:08:00,Dnepr,KompSat-3A,Retired,29,Success,3772,1
MHI,Japan,2015,01:21:00,H-IIA 202,IGS-Optical 5,Active,90,Success,3773,1
Arianespace,France,2015,21:46:00,Soyuz ST-B/Fregat-MT,Galileo FOC FM03-FM04,Active,30,Success,3774,1
ISRO,India,2015,11:49:00,PSLV-XL,IRNSS-1D,Active,31,Success,3775,1
VKS RF,Russia,2015,13:47:00,Rokot/Briz KM,Cosmos 2504 & Goniets-M 21 to 23,Retired,41.8,Success,3776,1
SpaceX,USA,2015,20:10:00,Falcon 9 v1.1,CRS-6,Retired,56.5,Success,3777,1
Arianespace,France,2015,20:00:00,Ariane 5 ECA,"Thor 7, SICRAL-2",Active,200,Success,3778,1
SpaceX,USA,2015,23:03:00,Falcon 9 v1.1,Turkmen??lem52E/MonacoSat,Retired,56.5,Success,3779,1
Blue Origin,USA,2015,,New Shepard,NS-1,Active,,Success,3780,1
ULA,USA,2015,15:05:00,Atlas V 501,OTV-4,Retired,120,Success,3781,1
Arianespace,France,2015,21:16:00,Ariane 5 ECA,"DirecTV-15, Sky Mexico 1",Active,200,Success,3782,1
Arianespace,France,2015,01:51:00,Vega,Sentinel-2A,Active,37,Success,3783,1
SpaceX,USA,2015,14:21:00,Falcon 9 v1.1,CRS-7,Retired,56.5,Failure,3784,1
ISRO,India,2015,16:28:00,PSLV-XL,UK-DMC3A/B/C & Rideshares,Active,31,Success,3785,1
ULA,USA,2015,15:36:00,Atlas V 401,GPS IIF-10,Active,109,Success,3786,1
Arianespace,France,2015,21:42:00,Ariane 5 ECA,"Star One C4, MSG-4",Active,200,Success,3787,1
ULA,USA,2015,00:07:00,"Delta IV Medium+ (5,4)",WGS-7,Retired,,Success,3788,1
MHI,Japan,2015,11:50:00,H-IIB,HTV-5,Retired,112.5,Success,3789,1
Arianespace,France,2015,20:34:00,Ariane 5 ECA,"Eutelsat 8 West B, Intelsat 34",Active,200,Success,3790,1
ISRO,India,2015,11:22:00,GSLV Mk II,GSAT-6,Active,47,Success,3791,1
ULA,USA,2015,10:18:00,Atlas V 551,MUOS-4,Active,153,Success,3792,1
Arianespace,France,2015,02:08:00,Soyuz ST-B/Fregat-MT,Galileo FOC FM05-FM06,Active,30,Success,3793,1
CASC,China,2015,23:01:00,Long March 6,Demo Flight,Active,19,Success,3794,1
VKS RF,Russia,2015,21:59:00,Rokot/Briz KM,Cosmos 2507 to 2509,Retired,41.8,Success,3795,1
CASC,China,2015,,Long March 11,Pujian 1 & Others,Active,5.3,Success,3796,1
ISRO,India,2015,04:30:00,PSLV-XL,Astrosat & Rideshares,Active,31,Success,3797,1
Arianespace,France,2015,20:30:00,Ariane 5 ECA,"NBN Co 1A, ARSAT-2",Active,200,Success,3798,1
ULA,USA,2015,10:28:00,Atlas V 421,Morelos-3,Active,123,Success,3799,1
ULA,USA,2015,12:49:00,Atlas V 401,NROL-55,Active,109,Success,3800,1
ULA,USA,2015,16:13:00,Atlas V 401,GPS IIF-11,Active,109,Success,3801,1
Arianespace,France,2015,21:34:00,Ariane 5 ECA,"Arabsat 6B, GSAT-15",Active,200,Success,3802,1
Blue Origin,USA,2015,,New Shepard,NS-2,Active,,Success,3803,1
MHI,Japan,2015,06:50:00,H-IIA 204,Telstar 12 Vantage,Active,,Success,3804,1
Arianespace,France,2015,04:04:00,Vega,LISA Pathfinder,Active,37,Success,3805,1
VKS RF,Russia,2015,14:08:00,Soyuz 2.1v/Volga,Cosmos 2511 and 2512,Active,,Partial Failure,3806,1
ULA,USA,2015,21:44:00,Atlas V 401,CRS OA-4,Active,109,Success,3807,1
Roscosmos,Kazakhstan,2015,13:45:00,Zenit-3 SLBF,Elektro-L nâ Â­2,Retired,,Success,3808,1
ISRO,India,2015,12:30:00,PSLV-CA,TeLEOS-1 & Rideshares,Active,21,Success,3809,1
Arianespace,France,2015,11:51:00,Soyuz ST-B/Fregat-MT,Galileo FOC FM8-FM9,Active,30,Success,3810,1
SpaceX,USA,2015,01:29:00,Falcon 9 Block 3,OG2 Mission 2,Retired,62,Success,3811,1
CASC,China,2016,16:57:00,Long March 3B/E,Belintersat 1,Active,29.15,Success,3812,1
SpaceX,USA,2016,18:42:00,Falcon 9 v1.1,Jason-3,Retired,56.5,Success,3813,1
ISRO,India,2016,04:01:00,PSLV-XL,IRNSS-1E,Active,31,Success,3814,1
Blue Origin,USA,2016,,New Shepard,NS-3,Active,,Success,3815,1
Arianespace,France,2016,23:20:00,Ariane 5 ECA,Intelsat 29e,Active,200,Success,3816,1
ILS,Kazakhstan,2016,22:20:00,Proton-M/Briz-M,Eutelsat 9B,Active,65,Success,3817,1
CASC,China,2016,07:29:00,Long March 3C/YZ-1,BeiDou M3-S,Active,,Success,3818,1
ULA,USA,2016,13:38:00,Atlas V 401,GPS IIF-12,Active,109,Success,3819,1
VKS RF,Russia,2016,00:21:00,Soyuz 2.1b/Fregat,GLONASS-M No.50S,Active,25,Success,3820,1
KCST,North Korea,2016,00:30:00,Unha-3,KwangmyÂÂngsÂÂng-4,Active,,Success,3821,1
ULA,USA,2016,11:40:00,"Delta IV Medium+ (5,2)",NROL-45,Retired,,Success,3822,1
Eurockot,Russia,2016,17:57:00,Rokot/Briz KM,Sentinel-3A,Retired,41.8,Success,3823,1
MHI,Japan,2016,08:45:00,H-IIA 202,"Astro H, Horyu 4 & Kinshachi 2 and 3",Active,90,Success,3824,1
SpaceX,USA,2016,23:35:00,Falcon 9 Block 3,SES-9,Retired,62,Success,3825,1
Arianespace,France,2016,05:20:00,Ariane 5 ECA,Eutelsat 65 West A,Active,200,Success,3826,1
ISRO,India,2016,10:31:00,PSLV-XL,IRNSS-1F,Active,31,Success,3827,1
Roscosmos,Kazakhstan,2016,18:56:00,Soyuz 2.1b,Resurs-P No.3,Active,20,Success,3828,1
Roscosmos,Kazakhstan,2016,09:31:00,Proton-M/Briz-M,ExoMars Trace Gas Orbiter & Schiaparelli EDM,Active,65,Success,3829,1
Roscosmos,Kazakhstan,2016,21:26:00,Soyuz FG,Soyuz TMA-20M,Retired,,Success,3830,1
ULA,USA,2016,03:05:00,Atlas V 401,CRS OA-6,Active,109,Success,3831,1
VKS RF,Russia,2016,09:42:00,Soyuz 2.1a,Bars-M 2L,Active,17.42,Success,3832,1
CASC,China,2016,20:11:00,Long March 3A,BeiDou IGSO-6,Active,69.7,Success,3833,1
Roscosmos,Kazakhstan,2016,16:23:00,Soyuz 2.1a,Progress MS-02,Active,17.42,Success,3834,1
Blue Origin,USA,2016,,New Shepard,NS-4,Active,,Success,3835,1
CASC,China,2016,17:38:00,Long March 2D,Shijian-10,Active,29.75,Success,3836,1
SpaceX,USA,2016,20:43:00,Falcon 9 Block 3,CRS-8,Retired,62,Success,3837,1
Arianespace,France,2016,21:02:00,Soyuz ST-A/Fregat-M,"Sentinel 1B, MICROSCOPE & Others",Active,30,Success,3838,1
Roscosmos,Russia,2016,02:01:00,Soyuz 2.1a/Volga,"Mikhailo Lomonosov, Aist-2D, & SamSat 218",Active,,Success,3839,1
ISRO,India,2016,07:20:00,PSLV-XL,IRNSS-1G,Active,31,Success,3840,1
SpaceX,USA,2016,05:21:00,Falcon 9 Block 3,JCSAT-14,Retired,62,Success,3841,1
CASC,China,2016,02:43:00,Long March 2D,Yaogan 30,Active,29.75,Success,3842,1
Arianespace,France,2016,08:48:00,Soyuz ST-B/Fregat-MT,Galileo FOC FM10/FM11,Active,30,Success,3843,1
SpaceX,USA,2016,21:39:00,Falcon 9 Block 3,Thaicom 8,Retired,62,Success,3844,1
VKS RF,Russia,2016,08:44:00,Soyuz 2.1b/Fregat,GLONASS-M No.51S,Active,25,Success,3845,1
CASC,China,2016,03:17:00,Long March 4B,"Ziyuan III-02 & ??uSat-1, 2",Active,64.68,Success,3846,1
VKS RF,Russia,2016,14:00:00,Rokot/Briz KM,Cosmos 2517,Retired,41.8,Success,3847,1
ILS,Kazakhstan,2016,07:10:00,Proton-M/Briz-M,Intelsat 31 / DLA-2,Active,65,Success,3848,1
ULA,USA,2016,17:51:00,Delta IV Heavy,NROL-37,Active,350,Success,3849,1
CASC,China,2016,15:30:00,Long March 3C/E,BeiDou-2 G7,Active,20,Success,3850,1
SpaceX,USA,2016,14:29:00,Falcon 9 Block 3,ABS-2A & Eutelsat 117 West B,Retired,62,Success,3851,1
Arianespace,France,2016,05:20:00,Ariane 5 ECA,"EchoStar 18, BRISat",Active,200,Success,3852,1
Blue Origin,USA,2016,14:36:00,New Shepard,NS-5,Active,,Success,3853,1
ISRO,India,2016,03:56:00,PSLV-XL,Cartosat-2C & Rideshares,Active,31,Success,3854,1
ULA,USA,2016,14:30:00,Atlas V 551,MUOS-5,Active,153,Success,3855,1
CASC,China,2016,12:00:00,Long March 7/YZ-1A,Demo Flight,Active,,Success,3856,1
CASC,China,2016,03:21:00,Long March 4B,Shijian 16-02,Active,64.68,Success,3857,1
Roscosmos,Kazakhstan,2016,01:36:00,Soyuz FG,Soyuz MS-01,Retired,,Success,3858,1
Roscosmos,Kazakhstan,2016,21:41:00,Soyuz U,Progress MS-03,Retired,,Success,3859,1
SpaceX,USA,2016,04:45:00,Falcon 9 Block 3,CRS-9,Retired,62,Success,3860,1
ULA,USA,2016,12:37:00,Atlas V 421,NROL-61,Active,123,Success,3861,1
CASC,China,2016,16:22:00,Long March 3B/E,Tiantong-1 01,Active,29.15,Success,3862,1
CASC,China,2016,22:55:00,Long March 4C,Gaofen-3,Active,64.68,Success,3863,1
SpaceX,USA,2016,05:26:00,Falcon 9 Block 3,JCSAT-16,Retired,62,Success,3864,1
CASC,China,2016,17:40:00,Long March 2D,"QUESS, Lixing-1, & 3CAT 2",Active,29.75,Success,3865,1
ULA,USA,2016,04:52:00,"Delta IV Medium+ (4,2)",AFSPC-6,Retired,164,Success,3866,1
Arianespace,France,2016,22:16:00,Ariane 5 ECA,"Intelsat 33e, Intelsat 36",Active,200,Success,3867,1
CASC,China,2016,18:50:00,Long March 4C,Gaofen-10,Active,64.68,Failure,3868,1
SpaceX,USA,2016,13:07:00,Falcon 9 Block 3,AMOS-6,Retired,62,Prelaunch Failure,3869,1
ISRO,India,2016,11:20:00,GSLV Mk II,INSAT-3DR,Active,47,Success,3870,1
ULA,USA,2016,23:05:00,Atlas V 411,OSIRIS-REx,Retired,115,Success,3871,1
IAI,Israel,2016,14:30:00,Shavit-2,Ofek-11,Active,,Success,3872,1
CASC,China,2016,14:04:00,Long March 2F/T,Tiangong-2,Active,,Success,3873,1
Arianespace,France,2016,01:43:00,Vega,PeruSat-1 and SkySats 4-7,Active,37,Success,3874,1
ISRO,India,2016,03:42:00,PSLV-G,ScatSat-1 & Rideshares,Retired,25,Success,3875,1
Arianespace,France,2016,20:30:00,Ariane 5 ECA,"Sky Muster II, GSAT-18",Active,200,Success,3876,1
Blue Origin,USA,2016,15:36:00,New Shepard,NS-6 (Inflight Escape Test),Active,,Success,3877,1
CASC,China,2016,23:30:00,Long March 2F/G,Shenzhou 11,Active,,Success,3878,1
Northrop,USA,2016,23:45:00,Antares 230,CRS OA-5,Retired,85,Success,3879,1
Roscosmos,Kazakhstan,2016,08:05:00,Soyuz FG,Soyuz MS-02,Retired,,Success,3880,1
MHI,Japan,2016,06:20:00,H-IIA 202,Himawari 9,Active,90,Success,3881,1
CASC,China,2016,12:42:00,Long March 5/YZ-2,Shijian-17,Active,,Success,3882,1
CASC,China,2016,23:42:00,Long March 11,"XPNAV 1, Xiaoxiang 1 & Others",Active,5.3,Success,3883,1
ULA,USA,2016,18:30:00,Atlas V 401,WorldView-4,Active,109,Success,3884,1
CASC,China,2016,23:14:00,Long March 2D,Yunhai-1,Active,29.75,Success,3885,1
Arianespace,France,2016,13:06:00,Ariane 5 ES,Galileo FOC FM7/FM12-FM14,Retired,,Success,3886,1
Roscosmos,Kazakhstan,2016,20:20:00,Soyuz FG,Soyuz MS-03,Retired,,Success,3887,1
ULA,USA,2016,23:42:00,Atlas V 541,GOES-R (GOES-16),Active,145,Success,3888,1
CASC,China,2016,15:24:00,Long March 3C/E,Tianlian I-04,Active,20,Success,3889,1
Roscosmos,Kazakhstan,2016,14:52:00,Soyuz U,Progress MS-04,Retired,,Failure,3890,1
Arianespace,France,2016,13:51:00,Vega,G??kt??rk-1A,Active,37,Success,3891,1
ISRO,India,2016,04:54:00,PSLV-XL,Resourcesat-2A,Active,31,Success,3892,1
ULA,USA,2016,23:53:00,"Delta IV Medium+ (5,4)",WGS-8,Retired,,Success,3893,1
MHI,Japan,2016,13:26:00,H-IIB,HTV-6,Retired,112.5,Success,3894,1
CASC,China,2016,16:11:00,Long March 3B/E,Fengyun 4A,Active,29.15,Success,3895,1
Northrop,USA,2016,13:37:00,Pegasus XL,CYGNSS,Active,40,Success,3896,1
ULA,USA,2016,19:13:00,Atlas V 431,EchoStar 19,Retired,130,Success,3897,1
JAXA,Japan,2016,11:00:00,Epsilon,ERG,Active,,Success,3898,1
CASC,China,2016,19:22:00,Long March 2D,"TanSat & Spark 1, 2",Active,29.75,Success,3899,1
Arianespace,France,2016,20:30:00,Ariane 5 ECA,"Star One D1, JCSAT-15",Active,200,Success,3900,1
CASC,China,2016,03:23:00,Long March 2D,"SuperView-1 1, 2 & Bayi Kepu 1",Active,29.75,Partial Failure,3901,1
CASC,China,2017,15:18:00,Long March 3B/E,TJS 2,Active,29.15,Success,3902,1
ExPace,China,2017,04:11:00,Kuaizhou 1A,"Jilin-1 03, Caton-1 & Xingyun Shiyan 1",Active,5.8,Success,3903,1
SpaceX,USA,2017,17:54:00,Falcon 9 Block 3,Iridium-1,Retired,62,Success,3904,1
JAXA,Japan,2017,23:33:00,SS-520,TRICOM-1,Active,,Failure,3905,1
ULA,USA,2017,00:42:00,Atlas V 401,SBIRS GEO-3,Active,109,Success,3906,1
MHI,Japan,2017,07:44:00,H-IIA 204,DSN-2,Active,,Success,3907,1
Arianespace,France,2017,01:03:00,Soyuz ST-B/Fregat-MT,Hispasat AG1,Active,30,Success,3908,1
Arianespace,France,2017,21:39:00,Ariane 5 ECA,Intelsat 32e/SkyBrasil-1 & Telkom-3S,Active,200,Success,3909,1
ISRO,India,2017,03:58:00,PSLV-XL,Cartosat-2D & Rideshares,Active,31,Success,3910,1
SpaceX,USA,2017,14:39:00,Falcon 9 Block 3,CRS-10,Retired,62,Success,3911,1
Roscosmos,Kazakhstan,2017,05:58:00,Soyuz U,Progress MS-05 (66P),Retired,,Success,3912,1
ULA,USA,2017,17:49:00,Atlas V 401,NROL-79,Active,109,Success,3913,1
CASIC,China,2017,23:53:00,Kaituozhe 2,Tiankun-1,Active,,Success,3914,1
Arianespace,France,2017,01:49:00,Vega,Sentinel 2B,Active,37,Success,3915,1
SpaceX,USA,2017,06:00:00,Falcon 9 Block 3,Echostar 23,Retired,62,Success,3916,1
MHI,Japan,2017,01:20:00,H-IIA 202,IGS-Radar 5,Active,90,Success,3917,1
ULA,USA,2017,00:18:00,"Delta IV Medium+ (5,4)",WGS-9,Retired,,Success,3918,1
SpaceX,USA,2017,22:27:00,Falcon 9 Block 3,SES-10,Retired,62,Success,3919,1
CASC,China,2017,11:04:00,Long March 3B/E,Shijian 13,Active,29.15,Success,3920,1
ULA,USA,2017,15:11:00,Atlas V 401,CRS OA-7,Active,109,Success,3921,1
Roscosmos,Kazakhstan,2017,07:13:00,Soyuz FG,Soyuz MS-04 (50S),Retired,,Success,3922,1
CASC,China,2017,11:41:00,Long March 7/YZ-1A,Tianzhou 1,Active,,Success,3923,1
SpaceX,USA,2017,11:15:00,Falcon 9 Block 3,NROL-76,Retired,62,Success,3924,1
Arianespace,France,2017,21:50:00,Ariane 5 ECA,"Koreasat 7, SGDC-1",Active,200,Success,3925,1
ISRO,India,2017,11:27:00,GSLV Mk II,GSAT-9,Active,47,Success,3926,1
SpaceX,USA,2017,23:21:00,Falcon 9 Block 3,Inmarsat-5 F4,Retired,62,Success,3927,1
Arianespace,France,2017,11:54:00,Soyuz ST-A/Fregat-M,SES-15,Active,30,Success,3928,1
Rocket Lab,New Zealand,2017,04:20:00,Electron,It's a Test,Active,7.5,Failure,3929,1
VKS RF,Russia,2017,06:33:00,Soyuz 2.1b/Fregat-M,EKS-2,Active,25,Success,3930,1
MHI,Japan,2017,00:17:00,H-IIA 202,QZS-2,Active,90,Success,3931,1
Arianespace,France,2017,23:45:00,Ariane 5 ECA,"ViaSat 2, Eutelsat 172B",Active,200,Success,3932,1
SpaceX,USA,2017,21:07:00,Falcon 9 Block 3,CRS-11,Retired,62,Success,3933,1
ISRO,India,2017,11:58:00,GSLV Mk III,GSAT-19,Active,62,Success,3934,1
ILS,Kazakhstan,2017,03:45:00,Proton-M/Briz-M,Echostar 21,Active,65,Success,3935,1
Roscosmos,Kazakhstan,2017,09:20:00,Soyuz 2.1a,Progress MS-06 (67P),Active,17.42,Success,3936,1
CASC,China,2017,03:15:00,Long March 4B,HXMT & Others,Active,64.68,Success,3937,1
CASC,China,2017,16:12:00,Long March 3B/E,ChinaSat 9A,Active,29.15,Partial Failure,3938,1
ISRO,India,2017,03:59:00,PSLV-XL,Cartosat-2E & Rideshares,Active,31,Success,3939,1
VKS RF,Russia,2017,18:04:00,Soyuz 2.1v/Volga,"Cosmos 2519, 2521 and 2523",Active,,Success,3940,1
SpaceX,USA,2017,19:10:00,Falcon 9 Block 3,BulgariaSat-1,Retired,62,Success,3941,1
SpaceX,USA,2017,20:25:00,Falcon 9 Block 3,Iridium-2,Retired,62,Success,3942,1
Arianespace,France,2017,21:15:00,Ariane 5 ECA,"Hellas Sat 3-Inmarsat S EAN, GSAT-17",Active,200,Success,3943,1
CASC,China,2017,11:23:00,Long March 5,Shijian-18,Active,,Failure,3944,1
SpaceX,USA,2017,20:25:00,Falcon 9 Block 3,Intelsat 35e,Retired,62,Success,3945,1
Roscosmos,Kazakhstan,2017,06:36:00,Soyuz 2.1a/Fregat,Kanopus-V IK & Rideshares,Active,48.5,Partial Failure,3946,1
ISA,Iran,2017,,Simorgh,Test Flight,Active,,Failure,3947,1
Roscosmos,Kazakhstan,2017,15:41:00,Soyuz FG,Soyuz MS-05 (51S),Retired,,Success,3948,1
Arianespace,France,2017,01:58:00,Vega,OPSAT 3000 & VENâ Ã¦S,Active,37,Success,3949,1
Roscosmos,Kazakhstan,2017,21:17:00,Soyuz FG,Soyuz MS-06 (52S),Retired,,Success,3950,1
SpaceX,USA,2017,16:31:00,Falcon 9 Block 4,CRS-12,Retired,62,Success,3951,1
VKS RF,Kazakhstan,2017,22:07:00,Proton-M/Briz-M,Blagovest-11L,Active,65,Success,3952,1
ULA,USA,2017,12:29:00,Atlas V 401,TDRS-M (TDRS-13),Active,109,Success,3953,1
MHI,Japan,2017,05:29:00,H-IIA 204,QZS-3,Active,,Success,3954,1
VKS RF,Russia,2017,00:02:00,Soyuz 2.1b/Fregat-M,GLONASS-M No.52S,Active,25,Success,3955,1
SpaceX,USA,2017,18:51:00,Falcon 9 Block 3,Formosat-5,Retired,62,Success,3956,1
Northrop,USA,2017,06:04:00,Minotaur IV,ORS-5,Active,46,Success,3957,1
ISRO,India,2017,13:30:00,PSLV-XL,IRNSS-1H,Active,31,Failure,3958,1
SpaceX,USA,2017,14:00:00,Falcon 9 Block 4,OTV-5,Retired,62,Success,3959,1
ILS,Kazakhstan,2017,19:23:00,Proton-M/Briz-M,Amazonas 5,Active,65,Success,3960,1
ULA,USA,2017,05:49:00,Atlas V 541,NROL-42,Active,145,Success,3961,1
VKS RF,Kazakhstan,2017,18:52:00,Proton-M/Briz-M,AsiaSat 9,Active,65,Success,3962,1
CASC,China,2017,04:21:00,Long March 2C,"Yaogan-30 A, B & C",Active,30.8,Success,3963,1
Arianespace,France,2017,21:56:00,Ariane 5 ECA,"Intelsat 37e, BSAT-4a",Active,200,Success,3964,1
CASC,China,2017,04:13:00,Long March 2D,VRSS-2,Active,29.75,Success,3965,1
SpaceX,USA,2017,12:37:00,Falcon 9 Block 4,Iridium-3,Retired,62,Success,3966,1
MHI,Japan,2017,22:01:00,H-IIA 202,QZS-4,Active,90,Success,3967,1
SpaceX,USA,2017,22:53:00,Falcon 9 Block 3,SES-11 / EchoStar 105,Retired,62,Success,3968,1
Eurockot,Russia,2017,09:27:00,Rokot/Briz KM,Sentinel-5P,Retired,41.8,Success,3969,1
Roscosmos,Kazakhstan,2017,08:46:00,Soyuz 2.1a,Progress MS-07 (68P),Active,17.42,Success,3970,1
