Company,Location,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus,id,Valid
NASA,USA,1964,16:25:00,Saturn I,SA-5,Retired,,Success,266,1
RVSN USSR,Kazakhstan,1964,09:45:00,Vostok,Elektron 1 & 2,Retired,,Success,267,1
General Dynamics,USA,1964,15:49:00,Atlas-LV3 Agena-B,Ranger 6,Retired,,Success,268,1
RVSN USSR,Kazakhstan,1964,05:47:00,Molniya,3MV-1 nâ Â­2 (Zond 1),Retired,,Failure,269,1
General Dynamics,USA,1964,18:59:00,Atlas-LV3 Agena-D,KH-7 Gambit 4005,Retired,,Success,270,1
RVSN USSR,Russia,1964,13:26:00,Cosmos-2I (63S1),Cosmos 25,Retired,,Success,271,1
General Dynamics,USA,1964,20:14:00,Atlas-LV3 Agena-D,KH-7 Gambit 4006,Retired,,Success,272,1
RVSN USSR,Russia,1964,15:07:00,Cosmos-2I (63S1),Cosmos 26,Retired,,Success,273,1
RVSN USSR,Kazakhstan,1964,08:15:00,Molniya,E-6 nâ Â­6,Retired,,Failure,274,1
RVSN USSR,Kazakhstan,1964,03:24:00,Molniya,Cosmos 27,Retired,,Partial Failure,275,1
RVSN USSR,Kazakhstan,1964,02:42:00,Molniya,Zond 1,Retired,,Success,276,1
RVSN USSR,Kazakhstan,1964,09:45:00,Vostok-2,Cosmos 28,Retired,,Success,277,1
NASA,USA,1964,16:01:00,Titan II GLV,Gemini 1,Retired,,Success,278,1
RVSN USSR,Kazakhstan,1964,09:31:00,Poliot,Poliot-2,Retired,,Success,279,1
RVSN USSR,Kazakhstan,1964,08:08:00,Molniya,E-6 nâ Â­5 (Luna 5),Retired,,Failure,280,1
General Dynamics,USA,1964,16:19:00,Atlas-LV3 Agena-D,KH-7 Gambit 4007,Retired,,Success,281,1
RVSN USSR,Kazakhstan,1964,10:21:00,Vostok-2,Cosmos 29,Retired,,Success,282,1
RVSN USSR,Kazakhstan,1964,09:42:00,Voskhod,Cosmos 30,Retired,,Success,283,1
General Dynamics,USA,1964,19:21:00,Atlas-LV3 Agena-D,KH-7 Gambit 4008,Retired,,Success,284,1
NASA,USA,1964,17:07:00,Saturn I,A-101,Retired,,Success,285,1
RVSN USSR,Kazakhstan,1964,04:00:00,Molniya,Molniya-1 nâ Â­1,Retired,,Failure,286,1
RVSN USSR,Russia,1964,06:00:00,Cosmos-2I (63S1),Cosmos 31,Retired,,Success,287,1
RVSN USSR,Kazakhstan,1964,11:00:00,Vostok-2,Cosmos 32,Retired,,Success,288,1
RVSN USSR,Kazakhstan,1964,10:00:00,Vostok-2,Cosmos 33,Retired,,Success,289,1
General Dynamics,USA,1964,14:04:00,Atlas-LV3C Centaur-C,AC-3 (Test Vehicle),Retired,,Failure,290,1
RVSN USSR,Kazakhstan,1964,11:00:00,Voskhod,Cosmos 34,Retired,,Success,291,1
General Dynamics,USA,1964,18:51:00,Atlas-LV3 Agena-D,KH-7 Gambit 4009,Retired,,Success,292,1
RVSN USSR,Kazakhstan,1964,,Vostok,Elektron 3 & 4,Retired,,Success,293,1
RVSN USSR,Kazakhstan,1964,11:27:00,Vostok-2,Cosmos 35,Retired,,Success,294,1
General Dynamics,USA,1964,02:37:00,Atlas-LV3 Agena-D,Vela 2A/2B,Retired,,Success,295,1
General Dynamics,USA,1964,16:50:00,Atlas-LV3 Agena-B,Ranger 7,Retired,,Success,296,1
RVSN USSR,Russia,1964,03:36:00,Cosmos-2I (63S1),Cosmos 36,Retired,,Success,297,1
RVSN USSR,Kazakhstan,1964,09:30:00,Vostok-2,Cosmos 37,Retired,,Success,298,1
General Dynamics,USA,1964,22:00:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4010,Retired,,Success,299,1
RVSN USSR,Kazakhstan,1964,09:15:00,Cosmos-1 (65S3),"Cosmos 38, 39 & 40",Retired,,Success,300,1
RVSN USSR,Kazakhstan,1964,07:21:00,Molniya,Cosmos 41,Retired,,Success,301,1
RVSN USSR,Russia,1964,11:02:00,Cosmos-2I (63S1),Cosmos 42 & 43,Retired,,Success,302,1
RVSN USSR,Kazakhstan,1964,16:00:00,Vostok-2M,Cosmos 44,Retired,,Success,303,1
US Air Force,USA,1964,15:00:00,Titan IIIA,Transtage 1,Retired,63.23,Failure,304,1
General Dynamics,USA,1964,01:23:00,Atlas-LV3 Agena-B,OGO 1,Retired,,Success,305,1
RVSN USSR,Kazakhstan,1964,09:45:00,Voskhod,Cosmos 45,Retired,,Success,306,1
NASA,USA,1964,16:22:00,Saturn I,A-102,Retired,,Success,307,1
General Dynamics,USA,1964,13:10:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4011,Retired,,Success,308,1
RVSN USSR,Kazakhstan,1964,12:04:00,Vostok-2,Cosmos 46,Retired,,Success,309,1
RVSN USSR,Kazakhstan,1964,07:00:00,Voskhod,Cosmos 47,Retired,,Success,310,1
General Dynamics,USA,1964,,Atlas-SLV3 Agena-D,KH-7 Gambit 4012,Retired,,Failure,311,1
RVSN USSR,Kazakhstan,1964,07:30:00,Voskhod,Voskhod 1,Retired,,Success,312,1
RVSN USSR,Kazakhstan,1964,10:00:00,Vostok-2,Cosmos 48,Retired,,Success,313,1
General Dynamics,USA,1964,18:30:00,Atlas-LV3 Agena-D,KH-7 Gambit 4013,Retired,,Success,314,1
RVSN USSR,Kazakhstan,1964,,Cosmos-1 (65S3),"Strela-1 #4, 5, 6",Retired,,Failure,315,1
RVSN USSR,Russia,1964,05:16:00,Cosmos-2I (63S1),Cosmos 49,Retired,,Success,316,1
RVSN USSR,Kazakhstan,1964,10:40:00,Vostok-2,Cosmos 50,Retired,,Success,317,1
General Dynamics,USA,1964,19:22:00,Atlas-LV3 Agena-D,Mariner 3,Retired,,Failure,318,1
General Dynamics,USA,1964,14:22:00,Atlas-LV3 Agena-D,Mariner 4,Retired,,Success,319,1
RVSN USSR,Kazakhstan,1964,13:12:00,Molniya,Zond 2,Retired,,Success,320,1
RVSN USSR,Russia,1964,,Cosmos-2I (63S1),DS-2 #2,Retired,,Failure,321,1
General Dynamics,USA,1964,18:57:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4014,Retired,,Success,322,1
RVSN USSR,Russia,1964,23:02:00,Cosmos-2I (63S1),Cosmos 51,Retired,,Success,323,1
US Air Force,USA,1964,16:52:00,Titan IIIA,Transtage 2,Retired,63.23,Success,324,1
General Dynamics,USA,1964,14:25:00,Atlas-LV3C Centaur-C,Surveyor-Model 1,Retired,,Partial Failure,325,1
RVSN USSR,Kazakhstan,1965,09:29:00,Vostok-2,Cosmos 52,Retired,,Success,326,1
NASA,USA,1965,14:04:00,Titan II GLV,Gemini 2,Retired,,Success,327,1
General Dynamics,USA,1965,20:09:00,Atlas-D OV1,OV1-1,Retired,,Failure,328,1
General Dynamics,USA,1965,20:09:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4015,Retired,,Success,329,1
RVSN USSR,Russia,1965,09:36:00,Cosmos-2I (63S1),Cosmos 53,Retired,,Success,330,1
US Air Force,USA,1965,15:19:00,Titan IIIA,LES 1,Retired,63.23,Success,331,1
RVSN USSR,Russia,1965,12:00:00,Cosmos-2I (63S1),DS-P1 You #2,Retired,,Failure,332,1
NASA,USA,1965,14:37:00,Saturn I,A-103,Retired,,Success,333,1
General Dynamics,USA,1965,17:05:00,Atlas-LV3 Agena-B,Ranger 8,Retired,,Success,334,1
RVSN USSR,Russia,1965,06:30:00,Cosmos-2I (63S1),DS-A1 #6,Retired,,Failure,335,1
RVSN USSR,Kazakhstan,1965,11:00:00,Cosmos-1 (65S3),"Cosmos 54, 55 & 56",Retired,,Success,336,1
RVSN USSR,Kazakhstan,1965,07:30:00,Voskhod,Cosmos 57,Retired,,Success,337,1
RVSN USSR,Kazakhstan,1965,05:01:00,Vostok-2M,Cosmos 58,Retired,,Success,338,1
General Dynamics,USA,1965,13:25:00,Atlas-LV3C Centaur-C,Surveyor-SD 1,Retired,,Failure,339,1
RVSN USSR,Kazakhstan,1965,08:59:00,Voskhod,Cosmos 59,Retired,,Success,340,1
RVSN USSR,Kazakhstan,1965,09:36:00,Molniya,Cosmos 60,Retired,,Success,341,1
General Dynamics,USA,1965,19:25:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4016,Retired,,Success,342,1
RVSN USSR,Kazakhstan,1965,11:00:00,Cosmos-1 (65S3),"Cosmos 61, 62 & 63",Retired,,Success,343,1
RVSN USSR,Kazakhstan,1965,07:00:00,Voskhod,Voskhod 2,Retired,,Success,344,1
General Dynamics,USA,1965,21:37:00,Atlas-LV3 Agena-B,Ranger 9,Retired,,Success,345,1
NASA,USA,1965,14:24:00,Titan II GLV,Gemini 3,Retired,,Success,346,1
RVSN USSR,Kazakhstan,1965,10:00:00,Vostok-2,Cosmos 64,Retired,,Success,347,1
General Dynamics,USA,1965,21:25:00,Atlas-SLV3 Agena-D,SNAPSHOT,Retired,,Success,348,1
RVSN USSR,Kazakhstan,1965,08:15:00,Molniya,E-6 nâ Â­8 (Luna),Retired,,Failure,349,1
RVSN USSR,Kazakhstan,1965,09:50:00,Voskhod,Cosmos 65,Retired,,Success,350,1
RVSN USSR,Kazakhstan,1965,01:55:00,Molniya,Molniya-1 nâ Â­3,Retired,,Success,351,1
General Dynamics,USA,1965,20:17:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4017,Retired,,Success,352,1
US Air Force,USA,1965,15:00:00,Titan IIIA,LES 2 & LCS 1,Retired,63.23,Success,353,1
RVSN USSR,Kazakhstan,1965,09:29:00,Vostok-2,Cosmos 66,Retired,,Success,354,1
RVSN USSR,Kazakhstan,1965,07:45:00,Molniya,Luna 5,Retired,,Success,355,1
NASA,USA,1965,07:35:00,Saturn I,A-104,Retired,,Success,356,1
RVSN USSR,Kazakhstan,1965,10:50:00,Voskhod,Cosmos 67,Retired,,Success,357,1
General Dynamics,USA,1965,19:30:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4018,Retired,,Success,358,1
General Dynamics,USA,1965,02:54:00,Atlas-D OV1,OV1-3,Retired,,Failure,359,1
NASA,USA,1965,15:15:00,Titan II GLV,Gemini IV,Retired,,Success,360,1
RVSN USSR,Kazakhstan,1965,07:41:00,Molniya,Luna 6,Retired,,Success,361,1
RVSN USSR,Kazakhstan,1965,09:43:00,Vostok-2,Cosmos 68,Retired,,Success,362,1
Martin Marietta,USA,1965,14:00:00,Titan IIIC,Transtage 5,Retired,,Success,363,1
RVSN USSR,Kazakhstan,1965,09:45:00,Voskhod,Cosmos 69,Retired,,Success,364,1
General Dynamics,USA,1965,19:30:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4019,Retired,,Success,365,1
RVSN USSR,Russia,1965,06:30:00,Cosmos-2I (63S1),Cosmos 70,Retired,,Success,366,1
General Dynamics,USA,1965,19:00:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4020,Retired,,Failure,367,1
RVSN USSR,Kazakhstan,1965,11:00:00,Vostok-2,Zenit-2 nâ Â­28,Retired,,Failure,368,1
RVSN USSR,Kazakhstan,1965,03:31:00,Cosmos-1 (65S3),Cosmos 71 to 75,Retired,,Success,369,1
RVSN USSR,Kazakhstan,1965,11:16:00,Proton,Proton-1,Retired,,Success,370,1
RVSN USSR,Kazakhstan,1965,14:38:00,Molniya,Zond 3,Retired,,Success,371,1
General Dynamics,USA,1965,08:27:00,Atlas-LV3 Agena-D,Vela 3A/3B,Retired,,Success,372,1
RVSN USSR,Russia,1965,04:33:00,Cosmos-2I (63S1),Cosmos 76,Retired,,Success,373,1
NASA,USA,1965,13:00:00,Saturn I,A-105,Retired,,Success,374,1
RVSN USSR,Kazakhstan,1965,11:00:00,Voskhod,Cosmos 77,Retired,,Success,375,1
General Dynamics,USA,1965,19:12:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4021,Retired,,Success,376,1
General Dynamics,USA,1965,14:31:00,Atlas-LV3C Centaur-D,Surveyor SD-2,Retired,,Success,377,1
RVSN USSR,Kazakhstan,1965,10:56:00,Vostok-2,Cosmos 78,Retired,,Success,378,1
NASA,USA,1965,13:59:00,Titan II GLV,Gemini V,Retired,,Success,379,1
RVSN USSR,Kazakhstan,1965,10:10:00,Voskhod,Cosmos 79,Retired,,Success,380,1
RVSN USSR,Kazakhstan,1965,03:31:00,Cosmos-1 (65S3),Cosmos 80 to 84,Retired,,Success,381,1
RVSN USSR,Kazakhstan,1965,09:30:00,Voskhod,Cosmos 85,Retired,,Success,382,1
RVSN USSR,Kazakhstan,1965,07:59:00,Cosmos-1 (65S3),Cosmos 86 to 90,Retired,,Success,383,1
RVSN USSR,Kazakhstan,1965,09:00:00,Voskhod,Cosmos 91,Retired,,Success,384,1
General Dynamics,USA,1965,19:20:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4022,Retired,,Success,385,1
RVSN USSR,Kazakhstan,1965,07:55:00,Molniya-M /Block L,Luna 7,Retired,,Success,386,1
General Dynamics,USA,1965,09:07:00,Atlas-D OV1,OV1-2,Retired,,Success,387,1
RVSN USSR,Kazakhstan,1965,06:00:00,Molniya,Molniya-1 nâ Â­4,Retired,,Success,388,1
Martin Marietta,USA,1965,17:23:00,Titan IIIC,LCS-2 & OV2-1,Retired,,Failure,389,1
RVSN USSR,Kazakhstan,1965,08:14:00,Voskhod,Cosmos 92,Retired,,Success,390,1
RVSN USSR,Russia,1965,05:44:00,Cosmos-2I (63SM),Cosmos 93,Retired,,Success,391,1
General Dynamics,USA,1965,15:00:00,Atlas-SLV3 Agena-D,GATV 5002,Retired,,Failure,392,1
RVSN USSR,Kazakhstan,1965,08:15:00,Voskhod,Cosmos 94,Retired,,Success,393,1
RVSN USSR,Kazakhstan,1965,12:29:00,Proton,Proton-2,Retired,,Success,394,1
RVSN USSR,Russia,1965,05:31:00,Cosmos-2I (63SM),Cosmos 95,Retired,,Success,395,1
General Dynamics,USA,1965,19:26:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4023,Retired,,Success,396,1
RVSN USSR,Kazakhstan,1965,05:02:00,Molniya,Venera 2,Retired,,Success,397,1
RVSN USSR,Kazakhstan,1965,04:19:00,Molniya,Venera 3,Retired,,Success,398,1
RVSN USSR,Kazakhstan,1965,03:21:00,Molniya,Cosmos 96,Retired,,Partial Failure,399,1
RVSN USSR,Russia,1965,12:14:00,Cosmos-2I (63SM),Cosmos 97,Retired,,Success,400,1
Armée de l'Air,France,1965,14:47:00,Diamant A,Astérix,Retired,,Success,401,1
RVSN USSR,Kazakhstan,1965,08:20:00,Vostok-2,Cosmos 98,Retired,,Success,402,1
RVSN USSR,Kazakhstan,1965,10:46:00,Molniya,Luna 8,Retired,,Success,403,1
NASA,USA,1965,19:30:00,Titan II GLV,Gemini VII,Retired,,Success,404,1
RVSN USSR,Kazakhstan,1965,08:10:00,Vostok-2,Cosmos 99,Retired,,Success,405,1
NASA,USA,1965,13:37:00,Titan II GLV,Gemini VI-A,Retired,,Success,406,1
RVSN USSR,Kazakhstan,1965,02:20:00,Vostok-2M,Cosmos 100,Retired,,Success,407,1
RVSN USSR,Russia,1965,06:14:00,Cosmos-2I (63S1),Cosmos 101,Retired,,Success,408,1
Martin Marietta,USA,1965,14:00:00,Titan IIIC,"LES 3 & 4, OV2-3, OSCAR-4",Retired,,Partial Failure,409,1
RVSN USSR,Kazakhstan,1965,22:24:00,Vostok-2A,Cosmos 102,Retired,,Success,410,1
RVSN USSR,Kazakhstan,1965,12:30:00,Cosmos-1 (65S3),Cosmos 103,Retired,,Success,411,1
RVSN USSR,Russia,1965,,Cosmos-2I (63S1),DS-K40 #1,Retired,,Failure,412,1
RVSN USSR,Kazakhstan,1966,08:20:00,Vostok-2,Cosmos 104,Retired,,Partial Failure,413,1
General Dynamics,USA,1966,20:10:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4024,Retired,,Success,414,1
RVSN USSR,Kazakhstan,1966,08:30:00,Vostok-2,Cosmos 105,Retired,,Success,415,1
RVSN USSR,Russia,1966,12:28:00,Cosmos-2I (63SM),Cosmos 106,Retired,,Success,416,1
RVSN USSR,Kazakhstan,1966,11:45:00,Molniya-M /Block L,Luna 9,Retired,,Success,417,1
RVSN USSR,Kazakhstan,1966,08:40:00,Vostok-2,Cosmos 107,Retired,,Success,418,1
RVSN USSR,Russia,1966,18:00:00,Cosmos-2I (63S1),Cosmos 108,Retired,,Success,419,1
General Dynamics,USA,1966,13:04:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4025,Retired,,Success,420,1
Armée de l'Air,France,1966,07:33:00,Diamant A,Diapason,Retired,,Success,421,1
RVSN USSR,Kazakhstan,1966,08:49:00,Voskhod,Cosmos 109,Retired,,Success,422,1
RVSN USSR,Russia,1966,,Cosmos-2I (63S1),DS-K40 #2,Retired,,Failure,423,1
RVSN USSR,Kazakhstan,1966,20:09:00,Voskhod,Cosmos 110,Retired,,Success,424,1
NASA,USA,1966,16:12:00,Saturn IB,AS-201,Retired,,Success,425,1
RVSN USSR,Kazakhstan,1966,11:03:00,Molniya-M /Block L,Cosmos 111,Retired,,Partial Failure,426,1
General Dynamics,USA,1966,15:00:00,Atlas-SLV3 Agena-D,GATV 5003,Retired,,Success,427,1
RVSN USSR,Russia,1966,10:28:00,Vostok-2,Cosmos 112,Retired,,Success,428,1
General Dynamics,USA,1966,20:30:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4026,Retired,,Success,429,1
RVSN USSR,Kazakhstan,1966,09:40:00,Voskhod,Cosmos 113,Retired,,Success,430,1
RVSN USSR,Kazakhstan,1966,14:39:00,Proton,Proton-3a,Retired,,Failure,431,1
RVSN USSR,Kazakhstan,1966,07:20:00,Molniya,Molniya-1 nâ Â­5,Retired,,Failure,432,1
General Dynamics,USA,1966,09:20:00,Atlas-D OV1,OV1-4/OV1-5,Retired,,Success,433,1
RVSN USSR,Kazakhstan,1966,10:48:00,Molniya-M /Block L,Luna 10,Retired,,Success,434,1
RVSN USSR,Russia,1966,11:40:00,Voskhod,Cosmos 114,Retired,,Success,435,1
General Dynamics,USA,1966,01:00:00,Atlas-LV3C Centaur-D,Surveyor Model-3,Retired,,Partial Failure,436,1
General Dynamics,USA,1966,19:35:00,Atlas-SLV3B Agena-D,OAO-1,Retired,,Success,437,1
General Dynamics,USA,1966,19:12:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4027,Retired,,Success,438,1
RVSN USSR,Kazakhstan,1966,10:40:00,Vostok-2,Cosmos 115,Retired,,Success,439,1
RVSN USSR,Kazakhstan,1966,07:10:00,Molniya,Molniya-1 nâ Â­6,Retired,,Success,440,1
RVSN USSR,Russia,1966,10:04:00,Cosmos-2I (63SM),Cosmos 116,Retired,,Success,441,1
RVSN USSR,Kazakhstan,1966,10:58:00,Vostok-2,Cosmos 117,Retired,,Success,442,1
RVSN USSR,Kazakhstan,1966,14:10:00,Vostok-2M,Cosmos 118,Retired,,Success,443,1
General Dynamics,USA,1966,18:30:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4028,Retired,,Success,444,1
NASA,USA,1966,16:41:00,Titan II GLV,Gemini VIII,Retired,,Partial Failure,445,1
RVSN USSR,Russia,1966,11:00:00,Voskhod,Zenit-4 nâ Â­18,Retired,,Failure,446,1
General Dynamics,USA,1966,15:15:00,Atlas-SLV3 Agena-D,GATV 5004,Retired,,Failure,447,1
RVSN USSR,Russia,1966,05:30:00,Cosmos-2I (63SM),Cosmos 119,Retired,,Success,448,1
General Dynamics,USA,1966,14:41:00,Atlas-LV3C Centaur-D,Surveyor 1,Retired,,Success,449,1
General Dynamics,USA,1966,15:00:00,Atlas SLV-3,ATDA,Retired,,Success,450,1
NASA,USA,1966,13:39:00,Titan II GLV,Gemini IX-A,Retired,,Partial Failure,451,1
General Dynamics,USA,1966,19:25:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4029,Retired,,Success,452,1
General Dynamics,USA,1966,02:48:00,Atlas-SLV3 Agena-B,OGO-3,Retired,,Success,453,1
RVSN USSR,Kazakhstan,1966,11:00:00,Voskhod,Cosmos 120,Retired,,Success,454,1
General Dynamics,USA,1966,20:15:00,Atlas-SLV3 Agena-D,Midas 10,Retired,,Partial Failure,455,1
Martin Marietta,USA,1966,14:00:00,Titan IIIC,OPS 9311-9317 & GGTS-1,Retired,,Success,456,1
RVSN USSR,Russia,1966,11:00:00,Voskhod,Cosmos 121,Retired,,Success,457,1
RVSN USSR,Kazakhstan,1966,10:18:00,Vostok-2M,Cosmos 122,Retired,,Success,458,1
NASA,USA,1966,14:53:00,Saturn IB,AS-203,Retired,,Success,459,1
RVSN USSR,Kazakhstan,1966,12:57:00,Proton,Proton-3,Retired,,Success,460,1
RVSN USSR,Russia,1966,05:31:00,Cosmos-2I (63S1),Cosmos 123,Retired,,Success,461,1
General Dynamics,USA,1966,17:57:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4030,Retired,,Success,462,1
General Dynamics,USA,1966,02:10:00,Atlas-D OV1,OV1-7/OV1-8,Retired,,Partial Failure,463,1
RVSN USSR,Kazakhstan,1966,10:25:00,Voskhod,Cosmos 124,Retired,,Success,464,1
General Dynamics,USA,1966,20:39:00,Atlas-SLV3 Agena-D,GATV 5005,Retired,,Success,465,1
NASA,USA,1966,22:20:00,Titan II GLV,Gemini X,Retired,,Success,466,1
RVSN USSR,Kazakhstan,1966,08:58:00,Vostok-2A,Cosmos 125,Retired,,Success,467,1
RVSN USSR,Kazakhstan,1966,10:50:00,Voskhod,Cosmos 126,Retired,,Success,468,1
US Air Force,USA,1966,18:43:00,Titan IIIB,KH-8,Retired,59,Success,469,1
RVSN USSR,Kazakhstan,1966,11:29:00,Voskhod,Cosmos 127,Retired,,Success,470,1
General Dynamics,USA,1966,19:26:00,Atlas-SLV3 Agena-D,Lunar Orbiter 1,Retired,,Success,471,1
General Dynamics,USA,1966,18:30:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4031,Retired,,Success,472,1
General Dynamics,USA,1966,19:30:00,Atlas-SLV3 Agena-D,Midas 11,Retired,,Success,473,1
RVSN USSR,Kazakhstan,1966,08:09:00,Molniya-M /Block L,Luna 11,Retired,,Success,474,1
NASA,USA,1966,17:15:00,Saturn IB,AS-202,Retired,,Success,475,1
Martin Marietta,USA,1966,13:59:00,Titan IIIC,"IDCSP-1 8-14, GGTS-2",Retired,,Failure,476,1
RVSN USSR,Kazakhstan,1966,09:50:00,Voskhod,Cosmos 128,Retired,,Success,477,1
General Dynamics,USA,1966,13:05:00,Atlas-SLV3 Agena-D,GATV 5006,Retired,,Success,478,1
NASA,USA,1966,14:42:00,Titan II GLV,Gemini XI,Retired,,Success,479,1
RVSN USSR,Kazakhstan,1966,09:30:00,Vostok-2,Zenit-2 nâ Â­40,Retired,,Failure,480,1
General Dynamics,USA,1966,17:59:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4032,Retired,,Success,481,1
RVSN USSR,Kazakhstan,1966,22:35:00,Tsyklon,OGTch 1,Retired,,Partial Failure,482,1
General Dynamics,USA,1966,12:32:00,Atlas-LV3C Centaur-D,Surveyor 2,Retired,,Success,483,1
UT,Japan,1966,,Lambda-IV S,Osumi,Retired,,Failure,484,1
US Air Force,USA,1966,19:12:00,Titan IIIB,OPS 4096,Retired,59,Success,485,1
General Dynamics,USA,1966,22:00:00,Atlas-SLV3 Agena-D,Midas 12,Retired,,Success,486,1
General Dynamics,USA,1966,19:15:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4033,Retired,,Success,487,1
RVSN USSR,Russia,1966,12:13:00,Vostok-2,Cosmos 129,Retired,,Success,488,1
RVSN USSR,Kazakhstan,1966,07:50:00,Molniya,Molniya-1 nâ Â­7,Retired,,Success,489,1
RVSN USSR,Kazakhstan,1966,08:46:00,Voskhod,Cosmos 130,Retired,,Success,490,1
RVSN USSR,Kazakhstan,1966,08:38:00,Molniya-M /Block L,Luna 12,Retired,,Success,491,1
General Dynamics,USA,1966,11:12:00,Atlas-LV3C Centaur-D,Surveyor SD-4,Retired,,Success,492,1
RVSN USSR,Kazakhstan,1966,00:45:00,Tsyklon,OGTch 2,Retired,,Partial Failure,493,1
General Dynamics,USA,1966,20:23:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4034,Retired,,Success,494,1
Martin Marietta,USA,1966,13:50:00,Titan IIIC,"Gemini B, OV4-3, &  OV4-1R/T",Retired,,Success,495,1
General Dynamics,USA,1966,23:21:00,Atlas-SLV3 Agena-D,Lunar Orbiter 2,Retired,,Success,496,1
General Dynamics,USA,1966,19:08:00,Atlas-SLV3 Agena-D,GATV 5001,Retired,,Success,497,1
NASA,USA,1966,20:46:00,Titan II GLV,Gemini XII,Retired,,Success,498,1
RVSN USSR,Russia,1966,09:51:00,Voskhod,Cosmos 131,Retired,,Success,499,1
RVSN USSR,Kazakhstan,1966,13:00:00,Cosmos-3 (11K65),Strela-2 #2,Retired,,Failure,500,1
RVSN USSR,Kazakhstan,1966,08:00:00,Vostok-2,Cosmos 132,Retired,,Success,501,1
RVSN USSR,Kazakhstan,1966,11:00:00,Soyuz,Cosmos 133,Retired,,Success,502,1
RVSN USSR,Kazakhstan,1966,08:15:00,Voskhod,Cosmos 134,Retired,,Success,503,1
General Dynamics,USA,1966,21:09:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4035,Retired,,Success,504,1
General Dynamics,USA,1966,02:12:00,Atlas-SLV3 Agena-D,ATS-1,Retired,,Success,505,1
General Dynamics,USA,1966,21:10:00,Atlas-D OV1,OV1-9/OV1-10,Retired,,Success,506,1
RVSN USSR,Russia,1966,20:37:00,Cosmos-2I (63SM),Cosmos 135,Retired,,Success,507,1
RVSN USSR,Kazakhstan,1966,11:27:00,Soyuz,Soyuz 7K-OK nâ Â­1,Retired,,Prelaunch Failure,508,1
US Air Force,USA,1966,18:14:00,Titan IIIB,OPS 8968,Retired,59,Success,509,1
RVSN USSR,Russia,1966,12:01:00,Vostok-2,Cosmos 136,Retired,,Success,510,1
UT,Japan,1966,,Lambda-IV S,Osumi,Retired,,Failure,511,1
RVSN USSR,Kazakhstan,1966,10:17:00,Molniya-M /Block L,Luna 13,Retired,,Success,512,1
RVSN USSR,Russia,1966,13:11:00,Cosmos-2I (63S1),Cosmos 137,Retired,,Success,513,1
Martin Marietta,USA,1967,14:19:00,Titan IIIC,OPS 9321-9328,Retired,,Success,514,1
RVSN USSR,Russia,1967,12:39:00,Vostok-2,Cosmos 138,Retired,,Success,515,1
RVSN USSR,Kazakhstan,1967,13:55:00,Tsyklon,Cosmos 139,Retired,,Success,516,1
NASA,USA,1967,23:31:00,Saturn IB,Apollo 1,Retired,,Failure,517,1
General Dynamics,USA,1967,20:00:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4036,Retired,,Success,518,1
General Dynamics,USA,1967,01:17:00,Atlas-SLV3 Agena-D,Lunar Orbiter 3,Retired,,Success,519,1
RVSN USSR,Kazakhstan,1967,13:20:00,Soyuz,Cosmos 140,Retired,,Success,520,1
Armée de l'Air,France,1967,08:39:00,Diamant A,Diadème 1,Retired,,Partial Failure,521,1
RVSN USSR,Russia,1967,10:19:00,Voskhod,Cosmos 141,Retired,,Success,522,1
RVSN USSR,Russia,1967,10:04:00,Cosmos-2I (63SM),Cosmos 142,Retired,,Success,523,1
Armée de l'Air,France,1967,10:06:00,Diamant A,Diadème 2,Retired,,Success,524,1
US Air Force,USA,1967,19:55:00,Titan IIIB,OPS 4204,Retired,59,Success,525,1
RVSN USSR,Kazakhstan,1967,08:45:00,Vostok-2,Cosmos 143,Retired,,Partial Failure,526,1
RVSN USSR,Russia,1967,14:34:00,Vostok-2M,Cosmos 144,Retired,,Success,527,1
RVSN USSR,Russia,1967,06:44:00,Cosmos-2I (63SM),Cosmos 145,Retired,,Success,528,1
